@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 23\nSize of the tree: 45\n','Number of leaves: 24\nSize of the tree: 47\n','Number of leaves: 16\nSize of the tree: 31\n','Number of leaves: 22\nSize of the tree: 43\n','Number of leaves: 25\nSize of the tree: 49\n','Number of leaves: 21\nSize of the tree: 41\n','Number of leaves: 26\nSize of the tree: 51\n','Number of leaves: 20\nSize of the tree: 39\n','Number of leaves: 27\nSize of the tree: 53\n','Number of leaves: 18\nSize of the tree: 35\n','Number of leaves: 28\nSize of the tree: 55\n','Number of leaves: 19\nSize of the tree: 37\n','Number of leaves: 29\nSize of the tree: 57\n','Number of leaves: 4\nSize of the tree: 7\n','Number of leaves: 5\nSize of the tree: 9\n','Number of leaves: 3\nSize of the tree: 5\n','Number of leaves: 6\nSize of the tree: 11\n','Number of leaves: 3\nSize of the tree: 4\n','Number of leaves: 4\nSize of the tree: 6\n','Number of leaves: 5\nSize of the tree: 8\n','Number of leaves: 2\nSize of the tree: 3\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric
@attribute measureOutOfBagError numeric

@data

Glass,8,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,192,22,16,6,0,72.727273,27.272727,0,0.60597,0.113896,0.227476,53.815294,70.135573,48.002519,1092.266776,-1044.264257,2.181933,49.64849,-47.466557,27.608964,1.254953,57.515657,0.857143,6,0.066667,1,0.933333,14,0.142857,1,0.857143,0.857143,0.857143,0.790476,0.92381,0.889848,0.727273,0.129654,0.870346,0.272727,?,0.727273,?,?,0.934131,0.860544,?,0.727273,0.047,0,0.046875,0,46.875,0,609980,22563,4033,95.454545,38.961039,?,?,?,?,-1
Glass,8,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,192,22,19,3,0,86.363636,13.636364,0,0.811966,0.086234,0.188855,40.744989,58.227865,48.002519,13.951354,34.051165,2.181933,0.634152,1.54778,34.165164,1.552962,71.17369,0.857143,6,0.133333,2,0.866667,13,0.142857,1,0.75,0.857143,0.8,0.700826,0.938095,0.896259,0.863636,0.068398,0.931602,0.136364,0.875,0.863636,0.860606,0.805204,0.959524,0.910372,0.890278,0.863636,0.031,0,0.03125,0,31.25,0,632703,22563,4033,100,35.064935,?,?,?,?,-1
Glass,8,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,192,22,20,2,0,90.909091,9.090909,0,0.873926,0.086883,0.174947,41.001232,53.86559,48.445571,13.037362,35.408208,2.202071,0.592607,1.609464,35.463313,1.611969,73.202385,0.857143,6,0,0,1,15,0.142857,1,1,0.857143,0.923077,0.896421,1,1,0.909091,0.051948,0.948052,0.090909,0.927273,0.909091,0.904817,0.87635,0.988636,0.980808,0.913105,0.909091,0.031,0,0.03125,0,31.25,0,643359,22563,4033,100,35.714286,?,?,?,?,-1
Glass,8,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,192,22,19,3,0,86.363636,13.636364,0,0.804154,0.088312,0.17633,41.675393,54.291322,48.445571,13.050823,35.394748,2.202071,0.593219,1.608852,35.394748,1.608852,73.060854,1,7,0.066667,1,0.933333,14,0,0,0.875,1,0.933333,0.903696,0.971429,0.937925,0.863636,0.07316,0.92684,0.136364,?,0.863636,?,?,0.990909,0.980249,?,0.863636,0.031,0,0.03125,0,31.25,0,642418,22563,4033,100,35.064935,?,?,?,?,-1
Glass,8,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,193,21,17,4,0,80.952381,19.047619,0,0.731629,0.094286,0.207522,45.02924,64.764147,44.130734,18.635518,25.495216,2.101464,0.887406,1.214058,27.217293,1.296062,61.674235,1,7,0.142857,2,0.857143,12,0,0,0.777778,1,0.875,0.816497,0.959184,0.924036,0.809524,0.063492,0.936508,0.190476,?,0.809524,?,?,0.966523,0.894917,?,0.809524,0.032,0,0.03125,0,31.25,0,626132,22672,3924,95.238095,35.37415,?,?,?,?,-1
Glass,8,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,193,21,15,6,0,71.428571,28.571429,0,0.602524,0.116599,0.232385,54.81292,71.239871,46.480972,20.339876,26.141096,2.21338,0.968566,1.244814,26.790544,1.27574,57.63766,0.857143,6,0.285714,4,0.714286,10,0.142857,1,0.6,0.857143,0.705882,0.53936,0.897959,0.835374,0.714286,0.142857,0.857143,0.285714,?,0.714286,?,?,0.911386,0.830586,?,0.714286,0.032,0,0.03125,0,31.25,0,629276,22672,3924,100,40.816327,?,?,?,?,-1
Glass,8,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,193,21,20,1,0,95.238095,4.761905,0,0.935976,0.069388,0.145738,32.619124,44.677308,46.480972,9.673789,36.807183,2.21338,0.460657,1.752723,36.807183,1.752723,79.187637,1,7,0.071429,1,0.928571,13,0,0,0.875,1,0.933333,0.901388,1,1,0.952381,0.02381,0.97619,0.047619,0.958333,0.952381,0.952137,0.931938,1,1,0.976068,0.952381,0.046,0,0.046875,0,46.875,0,645321,22672,3924,100,32.653061,?,?,?,?,-1
Glass,8,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,193,21,16,5,0,76.190476,23.809524,0,0.679878,0.098776,0.222741,46.434282,68.283488,46.480972,17.710935,28.770037,2.21338,0.843378,1.370002,30.768343,1.465159,66.195568,0.571429,4,0,0,1,14,0.428571,3,1,0.571429,0.727273,0.685994,0.923469,0.876623,0.761905,0.100251,0.899749,0.238095,0.819048,0.761905,0.763433,0.689153,0.915951,0.835139,0.822193,0.761905,0.047,0,0.046875,0,46.875,0,618035,22672,3924,100,33.333333,?,?,?,?,-1
Glass,8,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,193,21,15,6,0,71.428571,28.571429,0,0.618182,0.126939,0.262495,59.673809,80.470302,46.480972,25.34998,21.130991,2.21338,1.207142,1.006238,25.188666,1.19946,54.19135,0.857143,6,0.214286,3,0.785714,11,0.142857,1,0.666667,0.857143,0.75,0.612372,0.836735,0.71216,0.714286,0.1,0.9,0.285714,?,0.714286,?,?,0.891103,0.719813,?,0.714286,0.047,0,0.046875,0,46.875,0,600047,22672,3924,95.238095,37.414966,?,?,?,?,-1
Glass,8,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,193,21,18,3,0,85.714286,14.285714,0,0.791391,0.100272,0.205327,47.702265,63.795142,45.16771,18.210669,26.95704,2.150843,0.867175,1.283669,27.778044,1.322764,61.499785,1,7,0.142857,2,0.857143,12,0,0,0.777778,1,0.875,0.816497,0.938776,0.841327,0.857143,0.076923,0.923077,0.142857,?,0.857143,?,?,0.951541,0.87568,?,0.857143,0.047,0,0.046875,0,46.875,0,637025,22672,3924,95.238095,40.816327,?,?,?,?,-1
Glass,9,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,192,22,20,2,0,90.909091,9.090909,0,0.880109,0.091558,0.188769,43.26087,58.201357,48.002519,14.966086,33.036433,2.181933,0.680277,1.501656,34.062168,1.54828,70.959126,0.857143,6,0,0,1,15,0.142857,1,1,0.857143,0.923077,0.896421,0.942857,0.920068,0.909091,0.009091,0.990909,0.090909,0.954545,0.909091,0.920979,0.902098,0.970779,0.927597,0.920513,0.909091,0.047,0,0.046875,0,46.875,0,637568,22563,4033,100,35.714286,?,?,?,?,-1
Glass,9,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,192,22,17,5,0,77.272727,22.727273,0,0.693593,0.092857,0.210238,43.195203,63.698332,50.496248,19.833583,30.662665,2.295284,0.901527,1.393757,33.418294,1.519013,66.179757,1,7,0.2,3,0.8,12,0,0,0.7,1,0.823529,0.748331,0.97619,0.937925,0.772727,0.089394,0.910606,0.227273,0.760606,0.772727,0.752242,0.69222,0.95319,0.869264,0.732127,0.772727,0.031,0,0.03125,0,31.25,0,623386,22563,4033,95.454545,35.714286,?,?,?,?,-1
Glass,9,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,192,22,21,1,0,95.454545,4.545455,0,0.939394,0.087013,0.173048,40.476624,52.430305,50.496248,13.696658,36.79959,2.295284,0.622575,1.672709,36.79959,1.672709,72.875889,1,7,0.066667,1,0.933333,14,0,0,0.875,1,0.933333,0.903696,0.952381,0.873639,0.954545,0.021212,0.978788,0.045455,0.960227,0.954545,0.948485,0.941182,0.980303,0.937067,0.933333,0.954545,0.031,0,0.03125,0,31.25,0,637040,22563,4033,100,37.012987,?,?,?,?,-1
Glass,9,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,192,22,15,7,0,68.181818,31.818182,0,0.569832,0.123506,0.236756,57.452641,71.732723,50.496248,1091.85051,-1041.354262,2.295284,49.629569,-47.334285,29.700999,1.350045,58.818229,0.571429,4,0.2,3,0.8,12,0.428571,3,0.571429,0.571429,0.571429,0.371429,0.842857,0.621429,0.681818,0.13445,0.86555,0.318182,?,0.681818,?,?,0.894338,0.804159,?,0.681818,0.031,0,0.03125,0,31.25,0,631349,22563,4033,95.454545,39.61039,?,?,?,?,-1
Glass,9,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,193,21,16,5,0,76.190476,23.809524,0,0.665605,0.082041,0.208467,38.567317,63.907626,46.480972,15.725907,30.755065,2.21338,0.748853,1.464527,31.514398,1.500686,67.800644,1,7,0.285714,4,0.714286,10,0,0,0.636364,1,0.777778,0.6742,0.97449,0.957143,0.761905,0.119048,0.880952,0.238095,?,0.761905,?,?,0.982993,0.96833,?,0.761905,0.032,0,0.03125,0,31.25,0,621604,22672,3924,100,31.292517,?,?,?,?,-1
Glass,9,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,193,21,16,5,0,76.190476,23.809524,0,0.674923,0.109796,0.219811,52.23301,68.295411,45.16771,17.766295,27.401415,2.150843,0.846014,1.304829,27.753014,1.321572,61.444369,0.714286,5,0,0,1,14,0.285714,2,1,0.714286,0.833333,0.790569,1,1,0.761905,0.071014,0.928986,0.238095,0.828042,0.761905,0.772456,0.710726,0.963206,0.897501,0.731699,0.761905,0.047,0,0.046875,0,46.875,0,623558,22672,3924,100,39.455782,?,?,?,?,-1
Glass,9,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,193,21,16,5,0,76.190476,23.809524,0,0.664537,0.10449,0.216273,49.87013,67.443643,44.430294,16.655666,27.774629,2.115728,0.793127,1.322601,28.5741,1.360671,64.3122,1,7,0.285714,4,0.714286,10,0,0,0.636364,1,0.777778,0.6742,0.887755,0.799242,0.761905,0.124542,0.875458,0.238095,?,0.761905,?,?,0.903977,0.860545,?,0.761905,0.046,0,0.046875,0,46.875,0,631632,22672,3924,100,36.054422,?,?,?,?,-1
Glass,9,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,193,21,17,4,0,80.952381,19.047619,0,0.733333,0.085306,0.217353,40.714286,67.780227,44.430294,19.054477,25.375818,2.115728,0.907356,1.208372,29.718911,1.415186,66.888846,0.714286,5,0.071429,1,0.928571,13,0.285714,2,0.833333,0.714286,0.769231,0.67082,0.887755,0.815306,0.809524,0.084799,0.915201,0.190476,?,0.809524,?,?,0.916981,0.803302,?,0.809524,0.047,0,0.046875,0,46.875,0,610703,22672,3924,95.238095,31.972789,?,?,?,?,-1
Glass,9,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,193,21,16,5,0,76.190476,23.809524,0,0.673913,0.118503,0.226992,56.558442,70.786068,44.430294,20.484517,23.945778,2.115728,0.975453,1.140275,24.765212,1.179296,55.739474,0.857143,6,0.142857,2,0.857143,12,0.142857,1,0.75,0.857143,0.8,0.693375,0.959184,0.927438,0.761905,0.087241,0.912759,0.238095,?,0.761905,?,?,0.947587,0.873507,?,0.761905,0.032,0,0.03125,0,31.25,0,611418,22672,3924,100,41.496599,?,?,?,?,-1
Glass,9,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,193,21,17,4,0,80.952381,19.047619,0,0.734177,0.088163,0.191581,42.160052,59.877118,43.687682,14.068855,29.618827,2.080366,0.669945,1.41042,30.116918,1.434139,68.936865,0.857143,6,0.071429,1,0.928571,13,0.142857,1,0.857143,0.857143,0.857143,0.785714,0.969388,0.957143,0.809524,0.082418,0.917582,0.190476,0.857143,0.809524,0.825397,0.745126,0.962902,0.936584,0.854762,0.809524,0.031,0,0.03125,0,31.25,0,641626,22672,3924,100,34.013605,?,?,?,?,-1
Glass,10,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,192,22,20,2,0,90.909091,9.090909,0,0.877095,0.073766,0.160393,34.854147,49.452489,48.002519,11.298932,36.703587,2.181933,0.513588,1.668345,36.939049,1.679048,76.952314,1,7,0.066667,1,0.933333,14,0,0,0.875,1,0.933333,0.903696,1,1,0.909091,0.023377,0.976623,0.090909,0.9375,0.909091,0.909091,0.892074,0.99026,0.987603,0.866667,0.909091,0.031,0,0.03125,0,31.25,0,647417,22563,4033,100,33.116883,?,?,?,?,-1
Glass,10,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,192,22,18,4,0,81.818182,18.181818,0,0.750708,0.092338,0.190788,43.441511,58.540134,49.182986,16.300611,32.882375,2.23559,0.740937,1.494653,35.135947,1.597088,71.43923,0.857143,6,0.133333,2,0.866667,13,0.142857,1,0.75,0.857143,0.8,0.700826,0.961905,0.948052,0.818182,0.072944,0.927056,0.181818,0.784091,0.818182,0.8,0.736197,0.944372,0.912638,0.779167,0.818182,0.031,0,0.03125,0,31.25,0,640058,22563,4033,95.454545,37.662338,?,?,?,?,-1
Glass,10,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,192,22,18,4,0,81.818182,18.181818,0,0.753501,0.09974,0.211921,47.155816,65.386786,47.702958,19.0481,28.654858,2.168316,0.865823,1.302494,29.848604,1.356755,62.571808,1,7,0.133333,2,0.866667,13,0,0,0.777778,1,0.875,0.82102,0.952381,0.873639,0.818182,0.051515,0.948485,0.181818,0.883838,0.818182,0.8204,0.788051,0.962369,0.896537,0.773095,0.818182,0.031,0,0.03125,0,31.25,0,628469,22563,4033,100,37.012987,?,?,?,?,-1
Glass,10,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,192,22,17,5,0,77.272727,22.727273,0,0.697802,0.105325,0.236511,48.994839,71.658726,50.496248,22.063241,28.433007,2.295284,1.002875,1.292409,32.79383,1.490629,64.943102,0.714286,5,0.133333,2,0.866667,13,0.285714,2,0.714286,0.714286,0.714286,0.580952,0.895238,0.869131,0.772727,0.106061,0.893939,0.227273,0.789773,0.772727,0.775758,0.679083,0.896411,0.789906,0.863492,0.772727,0.031,0,0.03125,0,31.25,0,610959,22563,4033,100,35.714286,?,?,?,?,-1
Glass,10,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,193,21,21,0,0,100,0,0,1,0.086122,0.169629,40.486089,52.001582,46.480972,12.245098,34.235873,2.21338,0.5831,1.63028,34.235873,1.63028,73.655674,1,7,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0.997494,0.984127,1,1,0.047,0,0.046875,0,46.875,0,645707,22672,3924,100,36.734694,?,?,?,?,-1
Glass,10,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,193,21,17,4,0,80.952381,19.047619,0,0.730769,0.09932,0.215669,46.690118,66.115324,46.480972,17.419771,29.061201,2.21338,0.829513,1.383867,30.069468,1.431879,64.691996,1,7,0.142857,2,0.857143,12,0,0,0.777778,1,0.875,0.816497,0.938776,0.891723,0.809524,0.095238,0.904762,0.190476,?,0.809524,?,?,0.940745,0.867876,?,0.809524,0.047,0,0.046875,0,46.875,0,627444,22672,3924,100,38.095238,?,?,?,?,-1
Glass,10,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,193,21,16,5,0,76.190476,23.809524,0,0.670846,0.096735,0.213038,45.474896,65.30879,46.480972,1087.290124,-1040.809153,2.21338,51.77572,-49.562341,30.092651,1.432983,64.741871,0.714286,5,0.142857,2,0.857143,12,0.285714,2,0.714286,0.714286,0.714286,0.571429,0.872449,0.71914,0.761905,0.100251,0.899749,0.238095,0.73545,0.761905,0.739286,0.664502,0.918357,0.813183,0.731548,0.761905,0.046,0,0.046875,0,46.875,0,622751,22672,3924,95.238095,34.013605,?,?,?,?,-1
Glass,10,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,193,21,13,8,0,61.904762,38.095238,0,0.470032,0.132245,0.26339,63.116883,82.136635,44.430294,28.240497,16.189797,2.115728,1.344786,0.770943,20.599556,0.980931,46.363762,0.857143,6,0.142857,2,0.857143,12,0.142857,1,0.75,0.857143,0.8,0.693375,0.877551,0.880252,0.619048,0.121306,0.878694,0.380952,?,0.619048,?,?,0.891795,0.816913,?,0.619048,0.047,0,0.046875,0,46.875,0,606450,22672,3924,95.238095,38.095238,?,?,?,?,-1
Glass,10,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,193,21,19,2,0,90.47619,9.52381,0,0.863636,0.099592,0.212945,47.532468,66.405728,44.430294,19.246494,25.1838,2.115728,0.9165,1.199229,29.641907,1.411519,66.715531,0.857143,6,0,0,1,14,0.142857,1,1,0.857143,0.923077,0.894427,0.908163,0.915966,0.904762,0.058608,0.941392,0.095238,?,0.904762,?,?,0.916274,0.856909,?,0.904762,0.032,0,0.03125,0,31.25,0,621466,22672,3924,95.238095,34.013605,?,?,?,?,-1
Glass,10,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,193,21,16,5,0,76.190476,23.809524,0,0.654605,0.096054,0.209434,45.844156,65.310827,44.430294,15.728286,28.702009,2.115728,0.748966,1.366762,29.233158,1.392055,65.795554,0.857143,6,0.214286,3,0.785714,11,0.142857,1,0.666667,0.857143,0.75,0.612372,0.918367,0.867687,0.761905,0.130037,0.869963,0.238095,?,0.761905,?,?,0.939456,0.873432,?,0.761905,0.031,0,0.03125,0,31.25,0,644009,22672,3924,100,33.333333,?,?,?,?,-1
iris,1,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,135,15,14,1,0,93.333333,6.666667,0,0.9,0.042667,0.190041,9.6,40.313769,23.774438,3.410428,20.364009,1.584963,0.227362,1.357601,21.668015,1.444534,91.139971,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,1,1,0.93266,0.933333,0,0,0,0,0,0,92105,10633,2353,100,35.555556,?,?,?,?,-1
iris,1,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,135,15,15,0,0,100,0,0,1,0.012,0.052789,2.7,11.198214,23.774438,0.444037,23.330401,1.584963,0.029602,1.55536,23.330401,1.55536,98.132294,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.016,0,0.015625,0,15.625,0,102258,10633,2353,100,35.555556,?,?,?,?,-1
iris,1,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,135,15,15,0,0,100,0,0,1,0.000444,0.002108,0.1,0.447214,23.774438,0.0145,23.759938,1.584963,0.000967,1.583996,23.759938,1.583996,99.939012,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.015,0,0.015625,0,15.625,0,103182,10633,2353,100,33.333333,?,?,?,?,-1
iris,1,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,135,15,15,0,0,100,0,0,1,0.006222,0.022111,1.4,4.690416,23.774438,0.210446,23.563992,1.584963,0.01403,1.570933,23.563992,1.570933,99.114822,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,102995,10633,2353,100,35.555556,?,?,?,?,-1
iris,1,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,135,15,14,1,0,93.333333,6.666667,0,0.9,0.055556,0.197056,12.5,41.801914,23.774438,3.405069,20.369368,1.584963,0.227005,1.357958,21.094838,1.406323,88.729074,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,0.986667,0.977778,0.93266,0.933333,0,0,0,0,0,0,92622,10633,2353,100,37.777778,?,?,?,?,-1
iris,1,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,135,15,14,1,0,93.333333,6.666667,0,0.9,0.042667,0.158689,9.6,33.663036,23.774438,2.200913,21.573525,1.584963,0.146728,1.438235,21.683584,1.445572,91.205456,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,1,1,0.93266,0.933333,0.016,0,0.015625,0,15.625,0,94723,10633,2353,100,37.777778,?,?,?,?,-1
iris,1,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,135,15,14,1,0,93.333333,6.666667,0,0.9,0.055111,0.209189,12.4,44.375669,23.774438,5.10254,18.671898,1.584963,0.340169,1.244793,21.204723,1.413648,89.19127,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,0.986667,0.977778,0.93266,0.933333,0,0,0,0,0,0,98056,10633,2353,93.333333,35.555556,?,?,?,?,-1
iris,1,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,135,15,13,2,0,86.666667,13.333333,0,0.8,0.093778,0.276349,21.1,58.622521,23.774438,7.914126,15.860312,1.584963,0.527608,1.057354,19.268938,1.284596,81.048974,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.866667,0.066667,0.933333,0.133333,0.866667,0.866667,0.866667,0.8,0.946667,0.91037,0.866667,0.866667,0.015,0,0.015625,0,15.625,0,79455,10633,2353,93.333333,42.222222,?,?,?,?,-1
iris,1,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,135,15,14,1,0,93.333333,6.666667,0,0.9,0.076444,0.187023,17.2,39.673669,23.774438,3.375169,20.399269,1.584963,0.225011,1.359951,20.399269,1.359951,85.80337,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,0.986667,0.977778,0.93266,0.933333,0.016,0,0.015625,0,15.625,0,100355,10633,2353,100,44.444444,?,?,?,?,-1
iris,1,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,135,15,15,0,0,100,0,0,1,0.023556,0.064944,5.3,13.776792,23.774438,0.84361,22.930828,1.584963,0.056241,1.528722,22.930828,1.528722,96.451611,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,99420,10633,2353,100,40,?,?,?,?,-1
iris,2,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,135,15,14,1,0,93.333333,6.666667,0,0.9,0.038222,0.168892,8.6,35.827364,23.774438,2.409821,21.364617,1.584963,0.160655,1.424308,21.838548,1.455903,91.857264,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,1,1,0.93266,0.933333,0.015,0,0.015625,0,15.625,0,97044,10633,2353,100,35.555556,?,?,?,?,-1
iris,2,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20221204.1411,135,15,13,2,0,86.666667,13.333333,0,0.8,0.113778,0.292119,25.6,61.967734,23.774438,9.250438,14.524,1.584963,0.616696,0.968267,18.431316,1.228754,77.525772,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.866667,0.066667,0.933333,0.133333,0.904762,0.866667,0.861111,0.821012,0.973333,0.956508,0.861111,0.866667,0,0,0,0,0,0,82062,10633,2353,93.333333,40,?,?,?,?,-1
